Subbasin ID,HRU ID,Cell Count,HRU Area (m²),HRU Area (acres),SWAT ID,MUKEY ID,Slope Class
1,827,6,600,0.15,11,286284,2
1,889,34,3400,0.84,43,286221,2
1,890,202,20200,4.99,43,286221,4
1,891,6,600,0.15,43,286265,1
1,893,13,1300,0.32,43,286221,1
1,894,79,7900,1.95,43,286221,3
1,897,2,200,0.05,33,286264,4
1,899,2,200,0.05,43,286204,1
1,900,19,1900,0.47,43,286204,2
1,901,8,800,0.2,43,286265,2
1,902,43,4300,1.06,43,286204,3
1,909,12,1200,0.3,21,286221,4
1,910,6,600,0.15,21,286221,3
1,911,9,900,0.22,20,286265,2
1,912,3,300,0.07,20,286265,1
1,917,64,6400,1.58,81,286264,1
1,918,5,500,0.12,20,286265,3
1,919,17,1700,0.42,81,286265,2
1,920,399,39900,9.86,41,286311,1
1,921,13,1300,0.32,43,286204,4
1,922,114,11400,2.82,81,286264,3
1,923,103,10300,2.55,81,286264,2
1,924,9,900,0.22,81,286265,3
1,927,1,100,0.02,81,286264,4
1,928,26,2600,0.64,81,286311,3
1,936,1,100,0.02,81,286265,1
1,937,34,3400,0.84,81,286311,2
1,938,27,2700,0.67,81,286311,1
1,950,55,5500,1.36,41,286221,4
1,951,11,1100,0.27,41,286221,2
1,955,1,100,0.02,41,286221,1
1,959,8,800,0.2,19,286221,2
1,962,22,2200,0.54,19,286221,4
1,963,2,200,0.05,19,286221,1
1,965,7,700,0.17,19,286221,3
1,966,110,11000,2.72,41,286311,2
1,968,58,5800,1.43,81,286229,3
1,969,14,1400,0.35,41,286221,3
1,971,48,4800,1.19,41,286311,3
1,975,19,1900,0.47,71,286222,4
1,978,53,5300,1.31,43,286283,3
1,979,33,3300,0.82,43,286283,4
1,980,2,200,0.05,71,286222,3
1,981,739,73900,18.26,43,286283,1
1,982,2,200,0.05,71,286222,1
1,983,2,200,0.05,71,286222,2
1,984,1,100,0.02,81,286229,2
1,985,129,12900,3.19,43,286283,2
1,986,35,3500,0.86,41,286311,4
1,994,4,400,0.1,81,286229,4
1,1010,43,4300,1.06,82,286223,1
1,1016,42,4200,1.04,20,286311,4
1,1022,8,800,0.2,82,286223,4
1,1037,31,3100,0.77,20,286284,4
1,1045,2,200,0.05,82,286288,4
1,1046,31,3100,0.77,43,286293,2
1,1051,9,900,0.22,43,286293,3
1,1052,46,4600,1.14,20,286284,3
1,1055,50,5000,1.24,43,286293,1
1,1058,61,6100,1.51,20,286284,2
1,1073,7,700,0.17,53,286296,3
1,1074,5,500,0.12,53,286296,2
1,1079,4,400,0.1,53,286296,4
1,1086,28,2800,0.69,43,286311,4
1,1091,2,200,0.05,11,286296,1
1,1092,4,400,0.1,20,286227,1
1,1097,1,100,0.02,11,286296,3
1,1098,2,200,0.05,11,286296,2
1,1112,42,4200,1.04,81,286225,2
1,1113,3,300,0.07,81,286288,2
1,1118,76,7600,1.88,81,286225,3
1,1125,29,2900,0.72,81,286225,1
1,1127,18,1800,0.44,21,286284,2
1,1128,12,1200,0.3,81,286226,4
1,1129,2,200,0.05,81,286227,3
1,1130,113,11300,2.79,81,286225,4
1,1131,2,200,0.05,81,286227,2
1,1134,13,1300,0.32,11,286225,1
1,1135,1,100,0.02,11,2519932,1
1,1136,2,200,0.05,11,286283,1
1,1137,262,26200,6.47,11,286303,1
1,1138,20,2000,0.49,11,286240,1
1,1140,204,20400,5.04,81,286226,1
1,1143,8,800,0.2,43,286303,1
1,1145,3,300,0.07,81,286227,1
1,1151,7,700,0.17,33,286296,4
1,1152,14,1400,0.35,43,286303,2
1,1153,33,3300,0.82,43,286208,2
1,1155,1,100,0.02,33,286296,2
1,1156,1,100,0.02,33,286296,3
1,1157,3,300,0.07,11,286284,4
1,1158,1,100,0.02,81,286227,4
1,1159,108,10800,2.67,81,286298,2
1,1160,19,1900,0.47,43,286208,4
1,1161,44,4400,1.09,43,286208,3
1,1164,21,2100,0.52,33,286284,4
1,1165,50,5000,1.24,81,286298,4
1,1166,83,8300,2.05,81,286298,3
1,1167,18,1800,0.44,11,286303,2
1,1168,16,1600,0.4,43,286208,1
1,1171,1,100,0.02,41,286220,1
1,1172,6,600,0.15,41,286220,2
1,1173,11,1100,0.27,41,286220,3
1,1174,10,1000,0.25,43,286303,3
1,1179,63,6300,1.56,33,286227,2
1,1180,26,2600,0.64,41,286220,4
1,1181,3,300,0.07,43,286303,4
1,1182,10,1000,0.25,11,286303,3
1,1183,2,200,0.05,11,286240,4
1,1184,2,200,0.05,11,286240,3
1,1190,3,300,0.07,20,286296,1
1,1191,4,400,0.1,20,286220,3
1,1192,30,3000,0.74,20,286220,4
1,1193,4,400,0.1,11,286240,2
1,1194,36,3600,0.89,43,286304,3
1,1195,74,7400,1.83,43,286304,2
1,1196,75,7500,1.85,43,286304,1
1,1199,2,200,0.05,20,286220,1
1,1200,97,9700,2.4,81,286298,1
1,1201,3,300,0.07,11,286304,2
1,1202,67,6700,1.66,81,286234,2
1,1203,163,16300,4.03,81,286254,2
1,1208,14,1400,0.35,33,286227,1
1,1209,2,200,0.05,20,286220,2
1,1210,4,400,0.1,81,286307,3
1,1211,42,4200,1.04,81,286234,1
1,1213,64,6400,1.58,81,286240,2
1,1214,40,4000,0.99,81,286240,1
1,1215,1,100,0.02,81,286307,2
1,1216,41,4100,1.01,81,286234,3
1,1221,64,6400,1.58,81,286240,3
1,1222,62,6200,1.53,43,286304,4
1,1229,2,200,0.05,11,286225,2
1,1230,14,1400,0.35,41,286234,1
1,1232,43,4300,1.06,81,286240,4
1,1239,2,200,0.05,11,286225,3
1,1240,17,1700,0.42,41,286298,4
1,1241,27,2700,0.67,41,286234,2
1,1244,10,1000,0.25,81,286254,4
1,1249,6,600,0.15,41,286298,3
